user_id,date_week,requests_count
4c70baaa,2022-05-30 00:00:00,1
1a9f19a7,2022-05-30 00:00:00,1
b6f1a358,2022-05-30 00:00:00,3
8b87aa6e,2022-05-30 00:00:00,1
16388ec9,2022-05-30 00:00:00,3
9ea797a4,2022-05-30 00:00:00,1
be3b201a,2022-05-30 00:00:00,
4f668cff,2022-05-30 00:00:00,
3fc76de8,2022-05-30 00:00:00,4
f5b5fc34,2022-05-30 00:00:00,5
a32d4452,2022-05-30 00:00:00,6
57b2d565,2022-05-30 00:00:00,1
d85f8bfe,2022-05-30 00:00:00,3
731fefcf,2022-05-30 00:00:00,2
931f1c0b,2022-05-30 00:00:00,
79636e37,2022-05-30 00:00:00,3
b0b84cfd,2022-05-30 00:00:00,1
45d7ff43,2022-05-30 00:00:00,3
321c29e1,2022-05-30 00:00:00,3
86610d5f,2022-05-30 00:00:00,1
9ad879e0,2022-05-30 00:00:00,7
f8c5d29a,2022-05-30 00:00:00,3
0f8b920c,2022-05-30 00:00:00,1
08fd2244,2022-05-30 00:00:00,1
b6ec696b,2022-05-30 00:00:00,2
ec9dbe9e,2022-05-30 00:00:00,1
98ed0d60,2022-05-30 00:00:00,1
9f72bbcc,2022-05-30 00:00:00,1
c19b859e,2022-05-30 00:00:00,1
7fe8505d,2022-05-30 00:00:00,2
bd6745bf,2022-05-30 00:00:00,1
c1f2324c,2022-05-30 00:00:00,
7343f15a,2022-05-30 00:00:00,
e248ed8a,2022-05-30 00:00:00,2
5c64da41,2022-05-30 00:00:00,
ca860539,2022-05-30 00:00:00,1
872827bf,2022-05-30 00:00:00,
344bc9ed,2022-05-30 00:00:00,
f1fbbf67,2022-05-30 00:00:00,1
eeeffe64,2022-05-30 00:00:00,1
ccf0678b,2022-05-30 00:00:00,
95c02e71,2022-05-30 00:00:00,2
6d90dc7b,2022-05-30 00:00:00,5
2eca5710,2022-05-30 00:00:00,5
36c03cf1,2022-05-30 00:00:00,3
0010f378,2022-05-30 00:00:00,2
0f22cc52,2022-05-30 00:00:00,1
4d8b96c8,2022-05-30 00:00:00,1
0d087cde,2022-05-30 00:00:00,1
63afdba0,2022-05-30 00:00:00,3
82a2692d,2022-05-30 00:00:00,2
4bd8eb7d,2022-05-30 00:00:00,
984086ce,2022-05-30 00:00:00,
9866d39f,2022-05-30 00:00:00,1
794f38ad,2022-05-30 00:00:00,2
ac4f6a5d,2022-05-30 00:00:00,
95775e6c,2022-05-30 00:00:00,3
38d241a3,2022-05-30 00:00:00,218
fd8c514b,2022-05-30 00:00:00,
0a761358,2022-05-30 00:00:00,
3e8e8deb,2022-05-30 00:00:00,3
59dabde4,2022-05-30 00:00:00,1
b56f0a8f,2022-05-30 00:00:00,1
eac8e3ab,2022-05-30 00:00:00,
2000e025,2022-05-30 00:00:00,2
06e4a63a,2022-05-30 00:00:00,1
91e0e583,2022-05-30 00:00:00,1
c39adeca,2022-05-30 00:00:00,
00eca7df,2022-05-30 00:00:00,1
d9ba603f,2022-05-30 00:00:00,1
27ef4e68,2022-05-30 00:00:00,2
88d17f1f,2022-05-30 00:00:00,2
b85f7122,2022-05-30 00:00:00,1
